design,split,repeat,model,learner,alpha,n_features,mae,rmse,r2,representation,inner_oof_rmse,raw_mae,raw_rmse,raw_r2
one_lag,grouped,10,M2_history_env_compact_gb,gb,0.4,9,26.13843590161093,44.22024279802818,0.8750971599067826,compact,46.53391499191249,35.49525558567067,45.82735169855835,0.8658534248332065
one_lag,grouped,10,M3_history_vc_rf,rf,0.4,4,26.546293134052103,44.13279745314496,0.8755906611615842,vc,46.87548722226533,36.741750830522896,46.88202738111745,0.8596078463073474
one_lag,grouped,10,M3_history_vc_gb,gb,0.45,4,24.951971119048114,43.56319829482458,0.878781311190565,vc,46.77568048364135,30.084230430421954,42.36980176970522,0.8853318166206713
one_lag,grouped,10,M4_history_env_compact_vc_rf,rf,0.4,12,28.178118370599076,43.611704876649746,0.878511212665007,compact_vc,46.45724623873308,41.63184852086876,49.89874101466965,0.8409589463166703
one_lag,grouped,10,M4_history_env_compact_vc_gb,gb,0.4,12,26.409146909908756,43.9724076086329,0.8764932885366135,compact_vc,46.50510446747668,35.9891380268614,45.49644763068617,0.8677836863182293
one_lag,grouped,10,M5_history_env_full_rf,rf,0.35000000000000003,21,27.421570093148436,43.28011736629367,0.8803515911058862,full,46.70119851024822,42.32241961224733,49.800609836303316,0.8415838734947659
one_lag,grouped,10,M5_history_env_full_gb,gb,0.35000000000000003,21,25.954684232437668,44.481677446694164,0.8736159171658644,full,47.01538698983002,37.019373165684,47.106628918150534,0.8582594478940357
one_lag,grouped,10,M6_history_env_full_vc_rf,rf,0.35000000000000003,24,27.907050181256402,43.692645665086786,0.878059841943836,full_vc,46.74832976367006,43.473231733145745,50.94940628814411,0.8341909148315853
one_lag,grouped,10,M6_history_env_full_vc_gb,gb,0.35000000000000003,24,26.01955824582709,44.30954372055118,0.8745921784505518,full_vc,47.13254431806883,37.02324038830876,46.38080196706275,0.8625937221008932
one_lag,temporal_2020,1,M0_persistence,baseline,,1,32.27096774193549,54.611141484074004,0.6570673689348745,,,,,
